5.089801635742187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.735441589355468750e+02,0.000000000000000000e+00,4.250246887207031250e+02,4.884844360351562500e+02,4.220847167968750000e+02,0.000000000000000000e+00,5.337785644531250000e+02,4.485711364746093750e+02,4.564779357910156250e+02,0.000000000000000000e+00,4.534521484375000000e+02,4.734945068359375000e+02,4.899852905273437500e+02,4.280819091796875000e+02,3.964005432128906250e+02,3.984495544433593750e+02,3.936174926757812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.080894165039062500e+02,5.410045776367187500e+02,0.000000000000000000e+00,3.657522583007812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.420442504882812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.077439575195312500e+02,0.000000000000000000e+00,5.405923461914062500e+02,5.423392333984375000e+02,4.415097656250000000e+02,5.132423706054687500e+02,0.000000000000000000e+00,4.079672546386718750e+02,3.422061462402343750e+02,4.784559326171875000e+02,4.737745666503906250e+02,5.081334533691406250e+02,4.761862487792968750e+02,0.000000000000000000e+00,6.099437255859375000e+02,0.000000000000000000e+00,5.222971191406250000e+02,5.211888427734375000e+02,4.443479614257812500e+02,4.113208618164062500e+02,3.767804870605468750e+02,4.138341979980468750e+02,0.000000000000000000e+00,5.156097412109375000e+02,0.000000000000000000e+00,4.633493957519531250e+02,3.673317871093750000e+02,4.153867187500000000e+02,4.486391906738281250e+02,0.000000000000000000e+00,3.634110107421875000e+02,4.256032714843750000e+02,0.000000000000000000e+00,3.784479064941406250e+02,0.000000000000000000e+00,5.600411376953125000e+02,4.450111083984375000e+02,4.886020812988281250e+02,0.000000000000000000e+00,4.807792053222656250e+02,0.000000000000000000e+00
5.042327575683593750e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.723370361328125000e+02,0.000000000000000000e+00,4.241727294921875000e+02,4.839735412597656250e+02,4.190797119140625000e+02,0.000000000000000000e+00,5.267670288085937500e+02,4.431641845703125000e+02,4.507098999023437500e+02,0.000000000000000000e+00,4.512971191406250000e+02,4.720043334960937500e+02,4.853393554687500000e+02,4.242649230957031250e+02,3.926179199218750000e+02,3.955962219238281250e+02,3.910039062500000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.033715209960937500e+02,5.369672241210937500e+02,0.000000000000000000e+00,3.624888610839843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.382698974609375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.040229187011718750e+02,0.000000000000000000e+00,5.363118896484375000e+02,5.384661254882812500e+02,4.385441284179687500e+02,5.080050964355468750e+02,0.000000000000000000e+00,4.042397460937500000e+02,3.387530212402343750e+02,4.746042785644531250e+02,4.703018798828125000e+02,5.036483764648437500e+02,4.720489501953125000e+02,0.000000000000000000e+00,6.047272949218750000e+02,0.000000000000000000e+00,5.173242797851562500e+02,5.165399780273437500e+02,4.402868957519531250e+02,4.075669860839843750e+02,3.735143432617187500e+02,4.096063537597656250e+02,0.000000000000000000e+00,5.099901428222656250e+02,0.000000000000000000e+00,4.579719238281250000e+02,3.642583312988281250e+02,4.119567565917968750e+02,4.453417053222656250e+02,0.000000000000000000e+00,3.600780029296875000e+02,4.223062133789062500e+02,0.000000000000000000e+00,3.749769897460937500e+02,0.000000000000000000e+00,5.555115356445312500e+02,4.403752746582031250e+02,4.847901611328125000e+02,0.000000000000000000e+00,4.769056091308593750e+02,0.000000000000000000e+00
5.011636657714843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.731683349609375000e+02,0.000000000000000000e+00,4.253851623535156250e+02,4.807894897460937500e+02,4.171799621582031250e+02,0.000000000000000000e+00,5.214321289062500000e+02,4.393153381347656250e+02,4.462884826660156250e+02,0.000000000000000000e+00,4.513290100097656250e+02,4.724889831542968750e+02,4.820799865722656250e+02,4.218264160156250000e+02,3.900230712890625000e+02,3.943802185058593750e+02,3.900686340332031250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.003929443359375000e+02,5.348596801757812500e+02,0.000000000000000000e+00,3.604225158691406250e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.366027832031250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.014846191406250000e+02,0.000000000000000000e+00,5.345494384765625000e+02,5.368716430664062500e+02,4.377193908691406250e+02,5.042605285644531250e+02,0.000000000000000000e+00,4.015230102539062500e+02,3.370530700683593750e+02,4.728746643066406250e+02,4.689562988281250000e+02,5.006385498046875000e+02,4.695212097167968750e+02,0.000000000000000000e+00,6.010869750976562500e+02,0.000000000000000000e+00,5.139082031250000000e+02,5.132619018554687500e+02,4.371778869628906250e+02,4.045971374511718750e+02,3.715912475585937500e+02,4.068104858398437500e+02,0.000000000000000000e+00,5.060179443359375000e+02,0.000000000000000000e+00,4.539974060058593750e+02,3.625538635253906250e+02,4.099135437011718750e+02,4.438151245117187500e+02,0.000000000000000000e+00,3.575514526367187500e+02,4.201716003417968750e+02,0.000000000000000000e+00,3.727126770019531250e+02,0.000000000000000000e+00,5.527573852539062500e+02,4.372966613769531250e+02,4.829732666015625000e+02,0.000000000000000000e+00,4.746895751953125000e+02,0.000000000000000000e+00
4.980892333984375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.734756164550781250e+02,0.000000000000000000e+00,4.265989685058593750e+02,4.773630371093750000e+02,4.152971191406250000e+02,0.000000000000000000e+00,5.165979003906250000e+02,4.345173950195312500e+02,4.413002319335937500e+02,0.000000000000000000e+00,4.507096252441406250e+02,4.727140197753906250e+02,4.779258728027343750e+02,4.181831359863281250e+02,3.866778564453125000e+02,3.926968994140625000e+02,3.892022705078125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.974475402832031250e+02,5.320001220703125000e+02,0.000000000000000000e+00,3.580741577148437500e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.340528564453125000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.980601501464843750e+02,0.000000000000000000e+00,5.314151611328125000e+02,5.342314453125000000e+02,4.357099914550781250e+02,4.998544921875000000e+02,0.000000000000000000e+00,3.988781127929687500e+02,3.344167785644531250e+02,4.699568176269531250e+02,4.667030029296875000e+02,4.974971008300781250e+02,4.661505737304687500e+02,0.000000000000000000e+00,5.970820922851562500e+02,0.000000000000000000e+00,5.105992736816406250e+02,5.104227905273437500e+02,4.346401977539062500e+02,4.023446044921875000e+02,3.695086364746093750e+02,4.031542053222656250e+02,0.000000000000000000e+00,5.012909851074218750e+02,0.000000000000000000e+00,4.498988342285156250e+02,3.603560180664062500e+02,4.068443298339843750e+02,4.424792480468750000e+02,0.000000000000000000e+00,3.555126037597656250e+02,4.180539245605468750e+02,0.000000000000000000e+00,3.705198364257812500e+02,0.000000000000000000e+00,5.491734619140625000e+02,4.336171875000000000e+02,4.802048645019531250e+02,0.000000000000000000e+00,4.718065490722656250e+02,0.000000000000000000e+00
4.906533508300781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.681095275878906250e+02,0.000000000000000000e+00,4.211977539062500000e+02,4.698589477539062500e+02,4.092113342285156250e+02,0.000000000000000000e+00,5.078173828125000000e+02,4.268263244628906250e+02,4.336267395019531250e+02,0.000000000000000000e+00,4.438349914550781250e+02,4.664538879394531250e+02,4.697839660644531250e+02,4.108784790039062500e+02,3.804174804687500000e+02,3.866510314941406250e+02,3.834258422851562500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.897101440429687500e+02,5.238269653320312500e+02,0.000000000000000000e+00,3.526788635253906250e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.258089599609375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.913346862792968750e+02,0.000000000000000000e+00,5.224178466796875000e+02,5.254671020507812500e+02,4.285302124023437500e+02,4.918529663085937500e+02,0.000000000000000000e+00,3.929242553710937500e+02,3.282311706542968750e+02,4.617618408203125000e+02,4.590199279785156250e+02,4.899913940429687500e+02,4.584809875488281250e+02,0.000000000000000000e+00,5.881276855468750000e+02,0.000000000000000000e+00,5.030223083496093750e+02,5.029597778320312500e+02,4.283666687011718750e+02,3.965193176269531250e+02,3.638772888183593750e+02,3.962792663574218750e+02,0.000000000000000000e+00,4.927873229980468750e+02,0.000000000000000000e+00,4.423382263183593750e+02,3.546677246093750000e+02,3.998233642578125000e+02,4.359233703613281250e+02,0.000000000000000000e+00,3.502670593261718750e+02,4.120999450683593750e+02,0.000000000000000000e+00,3.651022033691406250e+02,0.000000000000000000e+00,5.404810791015625000e+02,4.262376098632812500e+02,4.724894104003906250e+02,0.000000000000000000e+00,4.645152282714843750e+02,0.000000000000000000e+00
4.836950683593750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.629780883789062500e+02,0.000000000000000000e+00,4.165302124023437500e+02,4.629421691894531250e+02,4.036778259277343750e+02,0.000000000000000000e+00,4.992897033691406250e+02,4.193039245605468750e+02,4.261292114257812500e+02,0.000000000000000000e+00,4.374009094238281250e+02,4.611125793457031250e+02,4.621876831054687500e+02,4.039009094238281250e+02,3.746860961914062500e+02,3.807174072265625000e+02,3.781617126464843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.823793029785156250e+02,5.160253906250000000e+02,0.000000000000000000e+00,3.479863586425781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.180985717773437500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.847805786132812500e+02,0.000000000000000000e+00,5.137508544921875000e+02,5.171221313476562500e+02,4.215585937500000000e+02,4.842862548828125000e+02,0.000000000000000000e+00,3.878557128906250000e+02,3.219835815429687500e+02,4.539546813964843750e+02,4.516974182128906250e+02,4.829622802734375000e+02,4.510960083007812500e+02,0.000000000000000000e+00,5.796856079101562500e+02,0.000000000000000000e+00,4.960732116699218750e+02,4.965728454589843750e+02,4.225473022460937500e+02,3.911970825195312500e+02,3.587847900390625000e+02,3.897021789550781250e+02,0.000000000000000000e+00,4.845904541015625000e+02,0.000000000000000000e+00,4.353600158691406250e+02,3.491271972656250000e+02,3.931526489257812500e+02,4.298909912109375000e+02,0.000000000000000000e+00,3.455456237792968750e+02,4.069544067382812500e+02,0.000000000000000000e+00,3.598062133789062500e+02,0.000000000000000000e+00,5.323727416992187500e+02,4.194635925292968750e+02,4.653744506835937500e+02,0.000000000000000000e+00,4.577734985351562500e+02,0.000000000000000000e+00
4.819082336425781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.622500915527343750e+02,0.000000000000000000e+00,4.165359802246093750e+02,4.614834289550781250e+02,4.027245483398437500e+02,0.000000000000000000e+00,4.962670898437500000e+02,4.164866943359375000e+02,4.235670471191406250e+02,0.000000000000000000e+00,4.364662170410156250e+02,4.610241394042968750e+02,4.598616333007812500e+02,4.019778442382812500e+02,3.731029052734375000e+02,3.794041137695312500e+02,3.770654602050781250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.805769653320312500e+02,5.145059814453125000e+02,0.000000000000000000e+00,3.469320373535156250e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.163529663085937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.828429870605468750e+02,0.000000000000000000e+00,5.115250549316406250e+02,5.151165771484375000e+02,4.197713317871093750e+02,4.823471374511718750e+02,0.000000000000000000e+00,3.868629150390625000e+02,3.196245117187500000e+02,4.518157043457031250e+02,4.496976928710937500e+02,4.813664550781250000e+02,4.492914123535156250e+02,0.000000000000000000e+00,5.778952026367187500e+02,0.000000000000000000e+00,4.944237670898437500e+02,4.956483459472656250e+02,4.217176208496093750e+02,3.903734130859375000e+02,3.577077941894531250e+02,3.878178405761718750e+02,0.000000000000000000e+00,4.819710388183593750e+02,0.000000000000000000e+00,4.332969665527343750e+02,3.477720031738281250e+02,3.915954589843750000e+02,4.286194763183593750e+02,0.000000000000000000e+00,3.446474609375000000e+02,4.061582031250000000e+02,0.000000000000000000e+00,3.584846496582031250e+02,0.000000000000000000e+00,5.306221923828125000e+02,4.174255981445312500e+02,4.637850952148437500e+02,0.000000000000000000e+00,4.561744995117187500e+02,0.000000000000000000e+00
4.794998168945312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.590871582031250000e+02,0.000000000000000000e+00,4.137716064453125000e+02,4.595319519042968750e+02,4.011717529296875000e+02,0.000000000000000000e+00,4.935521240234375000e+02,4.134553527832031250e+02,4.212182006835937500e+02,0.000000000000000000e+00,4.329330749511718750e+02,4.582662963867187500e+02,4.571655273437500000e+02,3.987633056640625000e+02,3.709755859375000000e+02,3.769450988769531250e+02,3.748309020996093750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.782005004882812500e+02,5.120208129882812500e+02,0.000000000000000000e+00,3.452268676757812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.125656738281250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.808917846679687500e+02,0.000000000000000000e+00,5.074519958496093750e+02,5.109756469726562500e+02,4.158223876953125000e+02,4.803637695312500000e+02,0.000000000000000000e+00,3.860355834960937500e+02,3.163434448242187500e+02,4.479361877441406250e+02,4.461959228515625000e+02,4.797405090332031250e+02,4.464035339355468750e+02,0.000000000000000000e+00,5.757614746093750000e+02,0.000000000000000000e+00,4.922501831054687500e+02,4.942021789550781250e+02,4.209560852050781250e+02,3.894897155761718750e+02,3.554855041503906250e+02,3.853558654785156250e+02,0.000000000000000000e+00,4.788301696777343750e+02,0.000000000000000000e+00,4.309205932617187500e+02,3.452909851074218750e+02,3.888849182128906250e+02,4.263434143066406250e+02,0.000000000000000000e+00,3.437058715820312500e+02,4.045597229003906250e+02,0.000000000000000000e+00,3.568489379882812500e+02,0.000000000000000000e+00,5.280307006835937500e+02,4.147419128417968750e+02,4.603903808593750000e+02,0.000000000000000000e+00,4.537966003417968750e+02,0.000000000000000000e+00
4.832623901367187500e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.620132751464843750e+02,0.000000000000000000e+00,4.173251342773437500e+02,4.632653808593750000e+02,4.046621398925781250e+02,0.000000000000000000e+00,4.972638854980468750e+02,4.163277893066406250e+02,4.242694091796875000e+02,0.000000000000000000e+00,4.365375366210937500e+02,4.624021606445312500e+02,4.605648803710937500e+02,4.021242370605468750e+02,3.738515014648437500e+02,3.799484252929687500e+02,3.778645019531250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.818627014160156250e+02,5.162377319335937500e+02,0.000000000000000000e+00,3.478114318847656250e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.167069702148437500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.839172668457031250e+02,0.000000000000000000e+00,5.113688659667968750e+02,5.147940673828125000e+02,4.190998229980468750e+02,4.842502136230468750e+02,0.000000000000000000e+00,3.891515197753906250e+02,3.186616210937500000e+02,4.516126403808593750e+02,4.496744995117187500e+02,4.837131958007812500e+02,4.500241699218750000e+02,0.000000000000000000e+00,5.804260253906250000e+02,0.000000000000000000e+00,4.961252746582031250e+02,4.982828369140625000e+02,4.246892089843750000e+02,3.926250000000000000e+02,3.580964050292968750e+02,3.885303955078125000e+02,0.000000000000000000e+00,4.824441833496093750e+02,0.000000000000000000e+00,4.341721496582031250e+02,3.479581298828125000e+02,3.920348510742187500e+02,4.298285217285156250e+02,0.000000000000000000e+00,3.468157958984375000e+02,4.079333190917968750e+02,0.000000000000000000e+00,3.598147277832031250e+02,0.000000000000000000e+00,5.324299316406250000e+02,4.179222412109375000e+02,4.640207519531250000e+02,0.000000000000000000e+00,4.573343811035156250e+02,0.000000000000000000e+00
4.863787231445312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.640125122070312500e+02,0.000000000000000000e+00,4.197704162597656250e+02,4.661471252441406250e+02,4.072814025878906250e+02,0.000000000000000000e+00,5.003306274414062500e+02,4.190762939453125000e+02,4.268724670410156250e+02,0.000000000000000000e+00,4.392129516601562500e+02,4.654932861328125000e+02,4.634030456542968750e+02,4.047868957519531250e+02,3.761305541992187500e+02,3.822870178222656250e+02,3.799959106445312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.847772521972656250e+02,5.196597290039062500e+02,0.000000000000000000e+00,3.499973144531250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.198529052734375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.862304077148437500e+02,0.000000000000000000e+00,5.144946899414062500e+02,5.179436035156250000e+02,4.214831542968750000e+02,4.874086303710937500e+02,0.000000000000000000e+00,3.916484680175781250e+02,3.204644775390625000e+02,4.542578735351562500e+02,4.523094482421875000e+02,4.869837341308593750e+02,4.529981079101562500e+02,0.000000000000000000e+00,5.842731933593750000e+02,0.000000000000000000e+00,4.994566955566406250e+02,5.012939453125000000e+02,4.276204528808593750e+02,3.950263671875000000e+02,3.601147460937500000e+02,3.909242858886718750e+02,0.000000000000000000e+00,4.856506347656250000e+02,0.000000000000000000e+00,4.368042907714843750e+02,3.501423950195312500e+02,3.942313537597656250e+02,4.325122375488281250e+02,0.000000000000000000e+00,3.492128906250000000e+02,4.106627502441406250e+02,0.000000000000000000e+00,3.622572021484375000e+02,0.000000000000000000e+00,5.361319580078125000e+02,4.205889587402343750e+02,4.668265686035156250e+02,0.000000000000000000e+00,4.602041015625000000e+02,0.000000000000000000e+00
