0,det
0,HI7060b
0,HI7000c
0,HI7001c
0,HI7002c
0,HI7039c
0,HI7003c
0,HI7004c
0,HI7005c
0,HI7041c
0,HI7008c
0,HI7009c
2,HI7010c
2,HI7011c
2,HI7012c
2,HI7013c
2,HI7014d
2,HI7015d
2,HI7043d
2,HI7016d
2,HI7017d
2,HI7059d
2,HI5093d
2,HI7019d
2,HI5062d
2,HI7046d
2,HI7022a
2,HI7023a
2,HI7065a
2,HI5056a
2,HI7025a
2,HI7026a
2,HI2068a
2,HI7048b
2,HI2075a
1,HI7049a
1,HI7029a
1,HI7051a
1,HI7030a
1,HI7053a
1,HI2105a
1,HI7032b
0,HI7033b
0,HI3002b
0,HI7035b
0,HI7057b
0,HI7036b
0,HI7058b
0,HI3008b
0,HI3009b
3,HI4005c
3,HI4013c
3,HI8053c
3,HI8074c
3,HI8055c
3,HI4034c
3,HI4038c
3,HI8005c
3,HI4036c
3,HI8007c
3,HI8008c
3,HI8056c
3,HI8009c
3,HI8010c
3,HI8057d
2,HI8012d
2,HI8013d
2,HI8014d
2,HI8015d
2,HI8016d
2,HI8017d
2,HI8059d
2,HI8018d
2,HI8019d
2,HI8020d
2,HI8021d
2,HI8022a
2,HI8072a
2,HI8073a
1,HI8024a
1,HI8025a
1,HI8026a
1,HI8062a
1,HI8027a
1,HI8063a
1,HI8064a
1,HI2063a
1,HI2065a
1,HI2090a
1,HI2092b
1,HI8034b
1,HI2081b
1,HI2072b
1,HI8037b
1,HI8066b
1,HI8039b
1,HI8040b
1,HI3052b
1,HI8070b
1,HI8042b
1,HI8043b
1,HI8044b
1,HI8046b
3,HI8047b
3,HI8071b
3,HI8050c
4,HI9002a
4,HI9003a
4,HI9004a
4,HI9005a
4,HI9006a
4,HI9007a
4,HI9008a
4,HI9009b
4,HI9010b
4,HI9011b
4,HI9012b
4,HI9013b
4,HI9014b
4,HI9015b
4,HI9016b
4,HI9017b
4,HI9018b
4,HI9019b
4,HI9020b
4,HI9066b
4,HI9067b
4,HI9068b
4,HI9022b
4,HI9069b
4,HI9070c
4,HI9023c
4,HI9024c
4,HI9025c
4,HI9026c
4,HI9028c
4,HI9029c
4,HI9030c
4,HI9031c
4,HI9032c
4,HI9071c
4,HI9033c
1,HI9034c
1,HI9072c
1,HI9035c
1,HI9036c
1,HI9037c
1,HI9073b
1,HI9038b
1,HI9039b
1,HI9040b
1,HI9041b
1,HI9042b
5,HI9043b
5,HI9044b
5,HI9045b
5,HI9046b
5,HI9048c
5,HI9074b
5,HI9049c
5,HI9050c
5,HI9051c
5,HI9052c
5,HI9053c
5,HI9054c
4,HI9055c
2,HI9077c
2,HI7022c
2,HI9057c
2,HI9078c
4,HI8020c
4,HI9079c
2,HI2068d
2,HI9080d
2,HI9059d
1,HI9060d
1,HI7032a
1,HI9061a
1,HI9062a
1,HI9063a
1,HI8039a
1,HI9064a
1,HI9065a
1,HI7032d
1,HI9088d
1,HI9090d
1,HI9091d
1,HI8030d
1,HI9092d
1,HI9093d
1,HI9094d
0,HI7035a
0,HI9081a
1,HI9082a
1,HI9083a
1,HI8068a
1,HI9084a
1,HI9085a
1,HI9086a
1,HI9087a
1,HI2092a
1,HI9095a
1,HI9096a
1,HI9102a
1,HI9037a
1,HI9097a
1,HI9098a
1,HI9100a
