,NSk,TV,CH
0,0.929612486985978,35327.58627826211,1698131.777988184
1,0.9043991231767624,34113.363347370185,1024823.167832945
2,0.882129945710265,32016.880120532143,712166.4491921352
3,0.8939874517054681,32078.83329668901,508893.6695052914
4,0.8873183589151393,32309.053188995025,379376.6259265016
5,0.8701885555170185,31987.639451227064,305148.5962982173
6,0.8999627696650959,32165.21462185402,219301.2369980736
7,0.8935514708878254,32222.186116175595,163832.4394725909
8,0.912402453525578,32105.94940377803,151848.32679910344
