,0,det,node,class
266,0.40074200766397106,HI9024c,4029,5
267,2.878736250260739,HI9025a,4031,5
268,3.703013204821174,HI9025c,4030,5
269,4.3409997324529055,HI9026a,4032,5
270,4.373030578855053,HI9026c,4031,5
271,11.939217178762597,HI9028a,4033,5
272,3.7159058206393394,HI9028c,4032,5
273,13.195413426398387,HI9029c,4033,5
274,3.6601340733279706,HI9030a,4035,5
275,11.126169425991238,HI9030c,4034,5
276,1.1858577434283837,HI9031c,4035,5
277,9.647728416617044,HI9032a,4037,5
278,0.44973895694380006,HI9032c,4036,5
279,2.578305014807647,HI9033a,4039,5
280,0.25019539945415104,HI9033c,4038,5
281,1.875127459365697,HI9034a,4040,5
282,3.3606416623577093,HI9034b,41008,3
283,2.555847698530378,HI9034c,4039,5
284,1.2574277585410918,HI9035a,4042,5
285,1.7025027866789886,HI9035c,4041,5
286,4.896942548395716,HI9036a,4043,3
287,2.5676045484716354,HI9036c,4042,5
288,10.535466945188148,HI9037a,61005,3
289,3.718027291974531,HI9037c,4043,5
290,21.379705045943926,HI9037g,61004,3
291,1.8400309633784877,HI9038b,4046,4
292,1.558814282619431,HI9038d,4045,4
293,2.3749636154562515,HI9039b,4047,4
294,2.001520531899499,HI9039d,4046,4
295,8.284148475367216,HI9040b,4048,4
296,7.161190966597264,HI9040c,31010,4
297,11.237620849212664,HI9040d,4047,4
298,13.899439082292442,HI9041b,4049,4
299,3.6841031118888488,HI9041c,51010,4
300,9.033881161142627,HI9041d,4048,4
301,29.546557350214083,HI9042b,4050,4
302,10.14654303953943,HI9042d,4049,4
303,41.96814758580538,HI9043b,4051,2
304,29.543200008942307,HI9043d,4050,4
305,6.581331508250133,HI9044b,4052,2
306,34.44005198634972,HI9044d,4051,2
307,3.5928257996327044,HI9045b,4053,2
308,11.094599736858642,HI9045d,4052,2
309,0.21824111254767004,HI9046b,4054,2
310,3.5309475393089875,HI9046d,4053,2
311,3.5412395954189306,HI9047d,4054,2
312,8.281780290525974,HI9048c,4056,2
313,11.856357981951286,HI9049a,4059,2
314,1.8295019391642413,HI9049c,4060,2
315,0.8938939232642507,HI9050a,4060,2
316,3.288670543161554,HI9050c,4061,2
317,2.42628386862239,HI9051a,4061,2
318,0.19619091911860642,HI9051c,4062,2
319,6.678269881090169,HI9052a,4062,2
320,3.4943222135324694,HI9052c,4063,2
321,1.9424206415020364,HI9053a,4063,2
322,11.543738620621761,HI9053c,4064,2
323,7.975413112631303,HI9054a,4064,2
324,5.030681286158859,HI9054c,4065,2
325,1.7740921713710274,HI9055a,4065,2
326,9.670951821536491,HI9055c,4066,5
327,4.206425045732836,HI9056a,4066,5
328,2.4588211308834964,HI9057a,11001,1
329,18.971978320384856,HI9057c,11003,1
330,1.7914025116719268,HI9059b,21002,1
331,2.4878196359456948,HI9059d,21003,1
332,0.7215715137794859,HI9060b,21003,1
333,4.209526011347555,HI9060d,21004,3
334,3.85751544217246,HI9061a,31002,4
335,11.461533715086727,HI9061c,31001,3
336,11.173624449392525,HI9062a,31003,4
337,3.0852111931853647,HI9062c,31002,4
338,34.519172849550564,HI9063a,31005,4
339,1.4351994876250795,HI9063c,31003,4
340,1.3359456976714772,HI9064a,31009,4
341,2.630750889595746,HI9064c,31007,4
342,6.042857569542907,HI9065a,31010,4
343,3.7443742544929512,HI9065c,31009,4
344,10.320445306556087,HI9066b,4020,5
345,2.006301794878575,HI9067b,4021,5
346,28.029674468784176,HI9067d,4025,5
347,1.1319267674144002,HI9068b,4022,5
348,7.026209849473491,HI9068c,51004,4
349,2.616013077923061,HI9068d,4026,5
350,3.8813522259130218,HI9069a,4027,5
351,1.4111024990382732,HI9069b,4026,5
352,13.461166573084498,HI9070a,4028,5
353,5.30495528753335,HI9070c,4027,5
354,3.8504741263675206,HI9071a,4038,5
355,9.498588882140892,HI9071c,4037,5
356,1.872319763966233,HI9072a,4041,5
357,1.7063838835111773,HI9072c,4040,5
358,0.9816678875082965,HI9073b,4045,5
359,8.184029771829556,HI9074b,4059,2
360,11.633961365018324,HI9074d,4056,2
361,11.589469281635951,HI9077a,11002,1
362,0.819895261039738,HI9077c,11001,1
363,13.134290961901685,HI9078a,11003,1
364,1.7869153307798373,HI9078c,11004,1
365,1.4837191634749494,HI9079a,11005,5
366,9.159157358132894,HI9079c,11006,5
367,1.7940904487949139,HI9080b,21001,1
368,0.7975510896602199,HI9080d,21002,1
369,39.5740328048653,HI9081a,51002,0
370,7.759254170357383,HI9081c,51001,0
371,39.45364147758486,HI9082a,51003,4
372,39.568488755558725,HI9082c,51002,0
373,39.45803310534387,HI9083c,51003,4
374,3.9315391828280206,HI9084a,51007,4
375,44.44922710295092,HI9084c,51006,4
376,10.033271157513234,HI9085a,51008,4
377,20.3588211403517,HI9085c,51007,4
378,10.714102059873028,HI9086c,51008,4
379,4.429559842214494,HI9087a,51010,4
380,1.5323651569347763,HI9087c,51009,4
381,1.7483846021932166,HI9088d,41002,3
382,6.350063934111869,HI9090b,41002,3
383,1.7854593021178191,HI9090d,41003,3
384,5.31748249782123,HI9091b,41003,3
385,3.7088740399210605,HI9091d,41004,3
386,7.807432762854055,HI9092b,41005,3
387,14.099651459827376,HI9093b,41006,3
388,0.9541173765355058,HI9093d,41007,3
389,13.129141454888423,HI9094b,41007,3
390,5.109044951078248,HI9094d,41008,3
391,1.8769713378184019,HI9095c,61001,3
392,1.8713233695457654,HI9096c,61002,3
393,7.258650956079976,HI9097a,61006,3
394,8.443639020844909,HI9097c,61005,3
395,20.411134542534242,HI9098a,61007,3
396,21.418558960072744,HI9098c,61006,3
397,7.279761618449776,HI9099c,61007,3
398,10.456748324874818,HI9100a,61009,3
399,10.709316096660071,HI9101c,61009,3
400,7.264045466521621,HI9102a,61004,3
401,10.672489642848305,HI9102c,61003,3
