,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
165,15558,15838,14684,14151,13905,12861,12228,11899,12328,11473,10574,9949,9843,9049,8834,8366,7541,7283,7036,6336,7257,4485,3718,2830,1622,987,1609,2504,2932,4040,4911,7686,5641,6110,6405,6481,6929,8004,8475,9352,11966,11440,11583,12280,13337,14592,15151,15834,16279,17727,16241,16092,16059,14733,13348,12521,12149,11427,11214,10990,10839,10165,8669,8105,7412,6266,6232,5975,5659,4354,4857,3428,4257,3109,3799,5311,5725,5308,6018,6474,7047,7420,9100,9415,10411,9902,11161,12330,13990,14612,13830,14513,12692,13339,12778,13439,14241,14740,15809,15883,16301,17904,18445,18819,18083,16076,13536,13246,12332,13282,13202,14287,12942,10886,9417,8843,8738,8064,7134,6885,6114,5676,6155,9129,5524,7290,6859,9112,8760,10442,7228,9572,8904,10345,11093,10086,11408,11852,14054,12917,16116,15418,15758,15888,16695,16767,15450,14725,15746,15476,16833,17054,17431,18566,19030,19852,21171,20933,21604,21410,22591,22105,19682,19104,18020,1,1431,2733,5138,3447,4200,4675,5750,6609,8908,10850,11656,12617,13936,14254,16468,16242,9256,9808,10523,11055,12176,12293,13060,13495,12295,12812,14003,14448,15571,15429,15732,15708,16559,14364,15274,17264,16650,17406,18164,19750,19731
166,15934,16214,15060,14527,14281,13237,12604,12275,12704,11849,10950,10325,10219,9425,9348,8742,7917,7659,7469,6769,7633,4861,4094,3206,2065,2447,3069,3942,4370,5478,6349,8062,6017,6612,6781,6857,7341,8380,9054,9931,12342,11816,11959,12656,13713,14968,15527,16210,16655,18103,16617,16468,16435,15109,13724,12897,12525,11803,11590,11366,11215,10598,9102,8538,7845,6699,6665,6408,6092,4787,5290,3861,4690,2712,3402,4126,4540,5467,6177,7492,8065,8482,10055,10252,11385,10876,12135,13304,14964,16245,15631,16314,14036,13840,13154,13815,14617,15116,16185,16259,16677,18280,18821,19195,18459,16452,13912,13925,12765,13715,13635,14720,13375,11319,9850,9276,9603,8497,7300,6497,5717,5279,5758,8732,5127,6893,6462,8715,8363,10045,7390,9699,9031,10472,11220,10922,11825,12269,15201,13891,17090,16392,16732,16862,17669,17741,16794,16069,16194,15852,17209,17430,17807,18942,19406,20228,21547,21309,21980,21786,22967,22481,20058,19480,18396,1460,1,2336,5027,3050,3803,6113,7188,7612,9882,11429,12235,12993,14549,14630,16844,16545,10713,11246,11961,12029,13150,13267,14034,14469,12671,13188,14379,14824,15947,15805,16108,16084,16935,15338,16248,18238,17624,18380,19138,20724,20705
167,18565,18845,17691,17158,16912,15868,15235,14906,15335,14427,13538,12921,12293,11680,11168,10783,10275,9950,9247,8547,9620,7466,6712,5973,4764,5213,5835,6708,7136,8244,9020,10778,8733,9328,9497,9573,10057,11096,11770,13013,15036,14510,14806,15350,16407,17662,18524,18904,19349,21543,19248,19099,19066,17740,15840,15223,14851,13912,13887,13450,12819,12876,10356,9792,9099,7953,7919,7660,7350,6012,5704,5526,6355,1450,2140,4496,4910,5892,6602,7919,8492,8909,10482,10679,11812,11303,12562,13731,15391,16672,16058,16741,17026,16380,15848,16509,17311,17810,18879,18953,19371,20974,21515,21889,21090,18229,15663,15179,14019,14969,14889,15974,14362,12934,11465,10891,10038,9391,7735,6932,6152,5714,6193,9167,5562,6254,5263,6898,7057,8623,7812,10156,9488,10929,11677,11344,12247,12691,15623,14318,17517,16819,17159,17289,18096,18168,18189,19033,18888,18546,19903,20124,20501,21636,22100,22922,24241,24003,24127,23644,24330,23844,21916,21275,20016,4226,4073,1,3479,3485,4238,8784,8986,8039,10309,13969,14775,15687,17089,17324,19538,19239,13004,13902,13521,12456,13577,13694,14461,14896,15365,15882,17073,17518,18641,18499,18802,18778,19629,15765,16675,18665,18051,18807,19565,21151,21132
168,16874,17154,16000,15467,15221,14177,13544,13215,13644,12736,11847,11230,10602,9989,9477,9092,8584,8259,7556,6856,7929,5775,5021,4282,3073,3522,4144,5017,5445,6553,7329,9087,7042,7637,7806,7882,8366,9405,10079,11322,13345,12819,13115,13659,14716,15971,16833,17213,17658,19852,17557,17408,17375,16049,14149,13532,13160,12221,12196,11759,11128,11185,8665,8101,7408,6262,6228,5969,5659,4321,4013,3835,4664,4688,4857,6890,7304,7821,8531,8987,9560,9933,12096,12411,13903,12415,13674,14843,16503,16669,15887,16570,14749,14689,14157,14818,15620,16119,17188,17262,17680,19283,19824,20198,19399,16538,13972,13488,12328,13278,13198,14283,12729,11301,9832,9258,8405,7758,6102,5299,4519,4081,4568,7534,3937,5703,5450,7517,7418,10027,9741,12085,11417,12858,13606,12599,13921,14365,17097,16098,18629,17931,18271,18401,19208,19280,17507,16782,17197,16855,18212,18433,18810,19945,20409,21231,22550,22312,22436,21953,22639,22153,20225,19584,18325,2535,3010,4312,1,4860,2613,7093,8187,9122,11421,12278,13084,13996,15398,15633,17847,17548,11313,11865,12580,13568,14689,14806,15573,16008,13674,14191,15382,15827,16950,16808,17111,17087,17938,16877,17787,19777,19163,19919,20677,22263,22244
169,20036,20316,19162,18629,18383,17339,16706,16377,16806,15898,15009,14392,13764,13151,12639,12254,11746,11421,10718,10018,11091,8937,8183,7444,6235,6684,7306,8179,8607,9715,10491,12249,10204,10799,10968,11044,11528,12567,13241,14484,16507,15981,16277,16821,17878,19133,19995,20375,20820,23014,20719,20570,20537,19211,17311,16694,16322,15383,15358,14921,14290,14347,11827,11263,10570,9424,9390,9131,8821,7483,7175,6997,7826,3242,2301,6149,6563,7554,8264,9581,10154,10571,12144,12341,13474,12965,14224,15393,17053,18334,17720,18403,18688,17851,17319,17980,18782,19281,20350,20424,20842,22445,22986,23360,22561,19700,17134,16650,15490,16440,16360,16509,14545,13117,11648,11074,10221,9574,7968,7150,6584,6146,5334,8395,4703,4398,3407,5480,5308,6990,8895,10899,10231,11672,12420,12087,12990,13434,16366,15230,18675,17977,18418,18548,19758,19830,19851,19944,20359,20017,21374,21595,21972,23107,23571,24393,25712,25474,25598,25115,25801,25315,23387,22746,21487,5697,5744,5469,3649,1,2534,10255,10648,9701,11971,15440,16246,17158,18560,18795,21009,20710,14475,15027,15183,14118,15239,15356,16123,16558,16836,17353,18544,18989,20112,19970,20273,20249,21100,17427,18337,20327,19713,20469,21227,22813,22794
170,18964,19244,18090,17557,17311,16267,15634,15305,15734,14826,13937,13320,12692,12079,11567,11182,10997,10349,9646,8946,10019,7941,7174,6240,5031,5480,6102,6975,7403,8511,9287,11045,9000,9595,9764,9840,10324,11363,12037,13280,15303,14777,15073,15617,16674,17929,18791,19171,19616,21942,19647,19498,19465,18139,16239,15622,15250,14311,14286,13849,13218,13275,10755,10191,9498,8352,8318,8059,7749,6411,6103,5890,6719,3408,2467,6315,6729,7720,8430,9747,10320,10737,12310,12507,13640,13131,14390,15559,17219,18500,17886,18569,16707,16647,16115,16776,17578,18077,19146,19220,19638,21241,21782,22156,22827,18628,16062,15578,14418,15368,14269,14583,12619,11191,9722,9148,8295,7648,6042,5224,4658,4220,3408,6469,2777,4278,3287,5378,5279,7140,9045,11049,10381,11822,12570,12237,13140,13584,16516,15380,18825,18127,18568,18698,19924,19996,19465,18740,19155,18813,20170,20391,20768,21903,22367,23189,24508,24270,24526,24043,24729,24243,22315,21674,20415,4493,4968,4135,3815,3198,1,9051,10145,9867,12137,14236,15042,15954,17356,17591,19805,19506,13271,13823,14538,14284,15405,15522,16289,16724,15632,16149,17340,17785,18908,18766,19069,19045,19896,17593,18503,20493,19879,20635,21393,22979,22960
171,12439,12453,11607,11230,10984,9940,9307,8978,9407,9725,10286,10160,10650,11469,11254,10786,9961,9703,10040,9374,7978,6905,6148,5289,5619,4316,3992,2496,2123,655,350,4223,2411,2228,2745,2654,3047,4527,4593,5470,8478,7952,8030,8792,9849,11104,11475,12346,12791,15216,13730,13581,13548,12222,11196,11153,11301,11756,12506,13410,13259,13013,12510,11994,11178,9924,9890,10155,9317,8012,8515,7103,7932,7131,7821,7025,7197,5893,4958,5224,4555,4558,5627,5942,7434,7224,8286,8726,11312,10730,9948,10631,8810,9457,9290,9951,10753,11252,12321,12395,12813,14416,14957,15331,14698,15114,15022,15666,15500,16741,16661,17746,16776,14544,13075,12501,12396,11722,10809,10800,10020,9582,10069,13035,9438,11204,10951,12316,12187,13474,8165,8696,8045,8379,8365,7136,8100,8544,10628,9629,13438,12740,13080,13210,14017,14089,11568,10843,11864,11988,13345,13566,13943,15078,15542,16364,17683,17445,18116,18222,19383,18855,16611,15948,14864,4953,5428,6752,8871,7446,8114,1,1868,4014,5958,6968,7774,9129,10054,10766,12938,12360,5374,5926,6641,8377,8561,9303,10382,10817,8807,9324,10515,10960,12083,11941,12244,12220,13071,11686,12596,14586,13972,14728,15486,17072,17053
172,13407,13421,12766,12233,11987,10943,10310,9981,10410,11037,11598,11472,11962,12842,12627,12159,11334,11076,11413,10747,9290,8278,7521,6662,6532,5283,4343,3317,2944,1476,2014,5166,3241,3171,3688,3597,3990,5470,5536,6413,9904,9378,8998,10218,11275,12530,12443,13772,14217,16036,14550,14401,14368,13042,12508,12465,12613,13068,13818,14783,14632,14386,13883,13367,12551,11052,11018,11528,10445,9140,9643,8476,9305,7394,6689,5724,5896,4592,3657,3923,3302,3301,4523,4838,6330,5861,7226,8395,10055,10471,9689,10372,9753,10400,10716,11377,12179,12678,13747,13821,14239,15842,16383,16757,15666,16426,16334,17039,16873,18114,18034,19119,18149,15672,14203,13629,13524,12850,12182,12173,11393,10955,11442,14408,10811,10389,9398,11015,10886,12173,6864,7395,6744,7122,7108,5879,6956,7400,9524,8525,12181,11483,11823,11953,12760,12832,11856,11786,12807,13414,14771,14992,15369,16504,16968,17790,19109,18871,19542,19042,20203,20245,17431,16768,15684,6326,6801,8125,7633,8819,9487,1778,1,2761,4701,7911,8717,10555,10997,12192,14406,13303,6317,5851,6566,7120,8241,8199,9125,9560,10233,10750,11941,12386,13509,13367,13670,13646,14497,10429,11339,13329,12715,13471,14229,15815,15796
173,13954,13968,13313,12780,12534,11490,10857,10528,10957,11606,12167,12408,12676,13676,13461,12993,12168,11910,12247,11581,10428,9112,8355,7496,7826,6523,5493,4467,4094,2626,2566,5718,3793,3723,4240,4149,4542,6022,6088,6965,10451,9925,9545,10765,11822,13077,12990,14319,14764,16583,15097,14948,14915,13589,13044,13001,13149,13764,14532,15617,15466,15220,14717,14201,13385,12131,12097,12362,11524,10219,10722,9310,10139,8948,8243,6900,7072,5767,4832,3807,3121,3120,4342,4657,6149,5680,7045,8214,9874,11155,10541,11224,10305,10952,11263,11924,12726,13225,14294,14368,14786,16389,16930,17304,16213,16962,17048,17873,17707,18948,18868,19953,18983,16751,15282,14708,14603,13929,13016,13007,12227,11789,12276,15242,11645,11539,10548,12246,12117,13404,8095,7903,7445,6941,6927,5698,6775,7219,9343,8344,12000,11302,11642,11772,12579,12651,12672,12338,13359,13961,15318,15539,15916,17051,17515,18337,19656,19418,20089,19589,20750,20792,17978,17315,16231,7160,7635,8959,9184,9653,10321,2330,1155,1,4520,8463,9269,11102,11549,12739,14953,13855,6869,6331,7046,6939,8060,8018,8944,9379,10780,11297,12488,12933,14056,13914,14217,14193,15044,10248,11158,13148,12534,13290,14048,15634,15615
174,14442,14456,13801,13268,13022,11978,11345,11016,11445,12094,12655,12896,13164,14164,13949,13481,12656,12398,12735,12069,10916,9600,8843,7984,8314,7011,5981,4955,4582,3114,3054,6206,4281,4211,4728,4637,5030,6510,6576,7453,10939,10413,10033,11253,12310,13565,13478,14807,15252,17071,15585,15436,15403,14077,13532,13489,13637,14252,15020,16105,15954,15708,15205,14689,13873,12619,12585,12850,12012,10707,11210,9798,10627,9436,8731,7388,7560,6255,5320,4295,3609,3608,4830,5145,6637,6168,7533,8702,10362,11643,11029,11712,10793,11440,11751,12412,13214,13713,14782,14856,15274,16877,17418,17792,16701,17450,17536,18361,18195,19436,19356,20441,19471,17239,15770,15196,15091,14417,13504,13495,12715,12277,12764,15730,12133,12027,11036,12734,12605,13892,8583,8391,7933,7429,7415,6186,7263,7707,9831,8832,12488,11790,12130,12260,13067,13139,13160,12826,13847,14449,15806,16027,16404,17539,18003,18825,20144,19906,20577,20077,21238,21280,18466,17803,16719,7648,8123,9447,9672,10141,10809,2818,1643,696,1,8951,9757,11590,12037,13227,15441,14343,7357,6819,7534,7427,8548,8506,9432,9867,11268,11785,12976,13421,14544,14402,14705,14681,15532,10736,11646,13636,13022,13778,14536,16122,16103
175,8086,8232,8210,8340,8966,9314,10655,10618,12592,13361,13922,14211,14525,15144,15538,15070,14245,13987,13932,13266,12135,11183,10429,10246,10436,9940,10478,8499,8126,6658,6353,6025,5493,5450,5266,4781,4269,3175,2180,1304,3295,2769,2968,3428,4490,5745,6607,6987,7432,10961,10464,11017,11298,11705,14809,14766,14914,15529,16280,17108,16998,16765,16402,15886,15070,14437,14403,14047,13865,12525,13167,11616,12445,12755,13445,13028,13200,11896,10961,10566,9746,9839,8245,8560,8482,6102,5860,5285,6129,5345,4658,5078,3337,2570,3010,3756,5192,5658,6760,6844,7262,9005,9364,9972,10643,18932,18795,19341,19252,20493,20413,21498,20668,19057,17588,17014,16909,16235,15322,15073,15644,15206,15693,18659,15062,16828,16575,18642,18543,19477,14168,14833,13678,13174,13690,11868,11186,11504,10057,8920,9480,8782,9122,9252,9407,9035,6095,5370,6391,5708,7833,8033,8434,9569,10033,10855,12272,12086,12757,13259,14420,15098,13166,13450,14287,10577,11052,12376,14784,13070,13738,6117,7149,9295,11239,159,965,2816,3279,4486,6700,6401,1998,3068,3126,5820,5112,6757,6424,6859,3443,4084,4734,5179,6522,6160,6463,6439,7280,6503,7413,9976,9362,9674,10055,11641,11622
176,9023,9169,9165,9295,9921,10269,11610,11573,13547,14316,14877,15166,15480,16099,16493,16025,15200,14942,14887,14221,13090,12138,11384,11201,11391,10895,11433,9454,9081,7613,7308,6980,6448,6405,6221,5736,5224,4130,3135,2259,2870,3119,3923,4328,5445,6700,7562,7942,8387,11916,11419,11972,12253,12660,15764,15721,15869,16484,17235,18063,17953,17720,17357,16841,16025,15392,15358,15002,14820,13480,14122,12571,13400,13710,14400,13983,14155,12851,11916,11521,10701,10794,9200,9515,9437,7057,6554,5809,5376,4592,3905,4325,2584,1817,2257,3003,4439,4905,6007,6091,6509,8252,8611,9659,11598,19887,19750,20296,20207,21448,21368,22453,21623,20012,18543,17969,17864,17190,16277,16028,16599,16161,16648,19614,16017,17783,17530,19597,19498,20432,15123,15788,14633,14129,14645,12823,12141,12459,11012,9875,10435,9737,10077,9639,8654,8282,5342,4617,5638,4955,7080,7280,7681,8816,9280,10102,11519,11773,13712,14214,15375,16053,14121,14405,15242,11532,12007,13331,15739,14025,14693,7072,8104,10250,12194,1032,10,2063,2526,3733,5947,5648,2953,4023,4081,6514,5806,7451,7379,7814,3822,3331,3981,4426,5769,5407,5710,5686,6527,5750,6660,9223,8609,8921,9302,10888,10869
177,10137,10283,10450,11049,11675,12023,13364,13327,15301,16119,16680,17081,17189,17808,18063,17595,16968,17432,17334,16668,15537,14628,13874,13885,14075,13544,14082,12709,12407,10939,10634,9629,9158,9115,8870,8431,7965,6786,6231,5355,4047,4297,5451,5442,6475,7980,8586,8960,9405,12321,13173,14610,15063,14414,18003,17475,19081,18238,20435,21296,21143,21683,19392,18876,18372,18041,18007,17449,17267,16129,16612,15220,16049,16359,17049,17249,17421,16117,15182,13971,13151,14175,12296,12611,11585,9512,8316,7571,7396,6173,5485,5905,4186,3554,3080,2589,5717,4282,5351,5774,5981,7441,8885,9934,12136,21939,22119,22717,23334,24575,24495,25580,23658,22661,21192,20618,20513,19839,18926,18677,19248,18810,19297,22263,18666,20432,20179,22246,22147,23698,18389,18958,16781,16277,16793,15209,14598,14607,13204,12067,12424,11726,12066,11659,10231,9649,6543,5786,4834,4492,6269,6469,6870,8005,8469,9291,10708,11385,13186,13889,15050,16255,15885,16169,17440,14181,14656,15980,18388,16674,17342,10398,11492,13639,15575,3834,3014,3124,1244,3270,5484,5185,5855,6925,7205,8276,7568,9213,8914,9803,4936,4445,5095,5213,5318,4538,4838,4814,5655,7770,8197,10781,10167,10288,10704,12202,12282
178,9207,9353,9520,10119,10745,11093,12434,12397,14371,15189,15750,16151,16259,16878,17133,16665,16038,16502,16404,15738,14607,13698,12944,12955,13145,12614,13152,11779,11477,10009,9704,8699,8228,8185,7940,7501,7035,5856,5301,4425,3117,3367,4521,4512,5545,7050,7656,8030,8475,11391,12243,13680,14133,13484,17073,16545,18151,17308,19505,20366,20213,20753,18462,17946,17442,17111,17077,16519,16337,15199,15682,14290,15119,15429,16119,16319,16491,15187,14252,13936,13250,13245,11366,11681,11409,9029,8117,7372,6466,5243,4555,4975,3256,3355,2150,1659,4787,3352,4421,4844,5051,6511,7955,9004,11206,21009,21189,21787,22404,23645,23565,24650,22728,21731,20262,19688,19583,18909,17996,17747,18318,17880,18367,21333,17736,19502,19249,21316,21217,22768,17459,18028,17570,17066,17052,15418,14807,14431,12984,11847,11494,10796,11136,10729,9301,8719,5613,4856,3904,3562,5339,5539,5940,7075,7539,8361,9778,10455,12256,12959,14120,15325,14955,15239,16510,13251,13726,15050,17458,15744,16412,9468,10562,12709,14645,3635,2815,2194,1,2340,4554,4255,4925,5995,6275,8077,7369,9014,8715,8873,4006,3515,4165,4283,4388,3608,3908,3884,4725,6840,7267,9851,9237,9358,9774,11272,11352
179,10816,10962,11129,11728,12354,12702,14043,14006,15980,16798,17359,17760,17868,18487,19351,18883,18058,17800,17745,17079,15948,14996,14242,14059,14249,13753,13720,12224,11851,10383,10078,9838,9306,9263,8999,8594,8395,6988,5993,5117,4863,5113,6130,6121,7154,8797,9403,9777,10222,13138,13852,15427,14686,15093,18820,18154,19898,18917,21252,22113,21960,22500,20071,19555,18883,18250,18216,17860,17678,16338,16980,15429,16258,16568,17144,15801,15973,14668,13733,13024,12204,12284,11515,10897,10644,8565,7375,6631,5021,3798,3111,3531,1828,1858,3896,3405,6232,5099,6168,6591,6798,8258,9702,10751,12953,22756,22936,23534,24151,25392,25312,26397,24337,22870,21401,20827,20722,20048,19135,18886,19457,19019,19506,22472,18875,20641,19854,21147,21018,22305,16996,17047,15650,15146,15729,14262,13651,13666,11840,10703,10049,9351,9691,9284,7966,7252,4490,3765,4013,5147,7086,7286,7687,8822,9286,10108,11525,12202,14003,14706,15867,17072,16702,16986,18257,14390,14865,16189,18085,16883,17551,9842,10874,12437,13684,3890,3070,3940,2060,1,5704,5126,5811,6631,6175,7335,6627,8272,7791,7428,5615,5124,5774,6045,6134,5354,5654,5630,6471,5395,5932,8516,7902,7891,8815,10401,10382
180,11198,11344,11511,12110,12736,13084,14425,14388,16362,17180,17741,18142,18250,18869,19124,18656,18029,18493,18395,17729,16598,15689,14935,14916,15106,14575,15113,13740,13438,11970,11665,10660,10189,10146,9901,9462,8996,7817,7262,6386,5078,5331,6512,6503,7536,8844,9450,9824,10269,13154,14234,15443,15068,15475,18836,18536,18684,19299,20050,20878,20768,22516,20453,19937,19433,19072,19038,18510,18465,17160,17673,16251,17080,17390,18080,18144,18316,17011,16076,15367,14547,14627,13327,13240,12987,10908,9718,8974,7373,6150,5594,5882,4274,4193,4459,3880,6590,5102,6215,6607,6814,8184,9777,10767,12712,23637,22952,23550,24167,25408,25328,26413,24719,23692,22223,21649,21544,20870,19957,19708,20279,19841,20328,23294,19697,21463,21210,23277,23178,24648,19339,19390,18002,17498,18072,16605,15994,16009,14192,13055,12401,11703,12181,11518,8707,7703,5019,3929,3310,2976,4740,5614,6015,7150,7452,8276,9934,11117,14019,14722,15883,16981,16718,17002,18273,15212,15687,17011,19419,17705,18373,11429,12523,14670,16027,5602,4782,4161,4395,3247,1,581,6886,7956,8236,9678,8970,10615,10143,9780,5997,5506,6132,6051,4698,3547,3781,3608,4449,6889,6673,9257,8643,8342,8758,10256,10336
181,10899,11045,11212,11811,12437,12785,14126,14089,16063,16881,17442,17843,17951,18570,18825,18357,17730,18194,18096,17430,16299,15390,14636,14617,14807,14276,14814,13441,13139,11671,11366,10361,9890,9847,9602,9163,8697,7518,6963,6087,4779,5032,6213,6204,7237,8545,9151,9525,9970,12855,13935,15144,14769,15176,18537,18237,18385,19000,19751,20579,20469,22217,20154,19638,19134,18773,18739,18211,18166,16861,17374,15952,16781,17091,17781,17845,18017,16712,15777,15068,14248,14328,13028,12941,12688,10609,9419,8675,7074,5851,5295,5583,3975,3894,4160,3581,6291,4803,5916,6308,6515,7885,9478,10468,12413,23059,22653,24214,23868,25109,25029,26114,24420,23393,21924,21350,21245,20571,19658,19409,19980,19542,20029,22995,19398,21164,20911,22978,22879,24349,19040,19091,18924,18420,17773,16306,15695,15710,13893,12756,12102,11404,11603,10940,8832,7125,4720,3351,2777,2677,4162,5315,5716,7071,6874,7698,9356,10818,13720,15513,16889,16403,16419,16703,17974,14913,15388,16712,19120,17406,18074,11130,12224,14371,15728,5303,4483,3862,4096,2948,581,1,6587,7657,7937,9379,8671,10316,9844,9481,5698,5207,5833,5752,4399,3248,3482,3309,4150,6590,6374,8958,8344,7764,8180,9678,9758
182,8283,8429,8207,8337,8963,9311,10652,10615,12589,13358,13919,14208,14522,15141,15535,15067,14242,13984,13929,13263,12132,11180,10426,9821,10011,9537,9103,7607,7234,5766,5461,5950,5068,5025,4382,4356,3844,2747,1639,763,3492,2966,3165,3625,4687,5942,6804,7184,7629,11158,10461,11014,11295,11702,14806,14763,14911,15526,16277,17105,16995,16762,16399,15883,15067,14531,14497,14044,13924,12619,13122,11693,12522,12352,13042,12143,12315,11010,10075,9366,8546,8626,7189,7504,7282,4902,4939,4580,6580,6316,5534,6217,4718,4101,4311,4972,5591,6090,7159,7233,7651,9254,9795,10169,10840,18929,18792,19338,19249,20490,20410,21495,20665,19151,17682,17108,17003,16329,15399,15150,15241,14803,15290,18256,14659,16425,16172,17489,17360,18647,13338,13389,12478,11974,12490,10668,9986,10304,8857,7720,8775,8077,8417,8547,9354,9426,7701,6751,7351,7009,8183,8404,8781,9916,10380,11202,12521,12283,12954,13456,14617,15095,13163,13447,14284,10174,10649,11973,14427,12667,13335,5225,6257,8394,10026,1690,2496,4150,4810,5787,8001,7702,1,1868,2423,4787,4407,6119,5719,6154,3640,4157,5348,5793,6921,6774,7077,7053,7909,6954,7864,9923,9309,10065,10754,12340,12321
183,9116,9262,8958,9088,9714,10062,11403,11366,13340,14116,14677,14966,15280,15899,16403,15935,15110,14852,14680,14014,12883,11931,11177,10399,10589,9635,9376,7880,7507,6039,5734,7000,5646,5603,4655,4549,4051,3493,2407,1531,4325,3799,3998,4458,5520,6775,7637,8017,8462,11991,11212,11765,12046,12453,15779,15514,15662,16277,17028,17856,17746,17520,17150,16634,15818,15109,15075,14795,14502,13197,13700,12271,13100,12450,13057,11714,11886,10581,9646,8937,8117,8197,6760,7075,6853,4473,4510,4656,6656,6230,5448,6131,5551,4934,5144,5805,6424,6923,7992,8066,8484,10087,10628,11002,11673,19687,19543,20089,20007,21248,21168,22253,21416,19729,18260,17686,17581,16907,15977,15728,15339,14901,15388,18354,14757,16523,16270,17060,16931,18218,12909,12960,12049,11545,12061,10239,9557,9875,8428,7291,8851,8153,8493,8623,9430,9502,7615,7584,8184,7842,9016,9237,9614,10749,11213,12035,13354,13116,13787,14289,15450,15846,13914,14198,15035,10272,10747,12071,13998,12765,13433,5498,6025,7965,9597,2523,3329,4983,5643,6620,8834,8535,1071,1,2325,4358,4483,5690,5795,6230,4473,4990,6181,6626,7754,7607,7910,7886,8742,7030,7940,9999,9385,10141,10830,12416,12397
184,9813,9959,9685,9815,10441,10789,12130,12378,14028,14740,15301,15590,15904,16523,16953,16485,15660,15402,15339,14673,13542,12604,11772,10988,11199,10015,9747,8251,7878,6410,6105,7249,6256,5644,5415,5309,4811,4178,3105,2229,5023,4497,4695,5155,6217,7472,8334,8714,9159,12688,11939,12492,12773,13180,16403,16214,16362,16977,17760,18588,18478,18144,17901,17385,16477,15719,15685,15454,15112,13807,14310,12881,13710,12830,12946,11603,11775,10470,9535,8826,8006,8086,6667,6982,6742,4362,4399,4299,6277,6119,5337,6020,6297,5632,5842,6503,7121,7620,8689,8763,9181,10784,11325,11699,12370,20311,20276,21150,20631,21872,21792,22877,22167,20339,18870,18296,18191,17517,16587,16499,15719,15281,15768,18734,15137,16903,15656,16949,16820,18107,12798,12849,11938,11434,11950,10128,9446,9764,8317,7180,8494,7796,8136,8266,9073,9145,7504,8220,8882,8540,9713,9934,10311,11446,11910,12732,14051,13813,14484,14986,16147,16573,14641,14925,15762,10652,11127,12451,13887,13145,13813,5869,5932,7872,9486,3221,4027,5681,6341,7318,9532,9233,1769,984,1,4247,4134,5579,5438,5873,5170,5687,6878,7323,8451,8304,8607,8583,9439,6651,7561,9642,9028,9784,10473,12059,12040
185,11006,11152,10878,11008,11634,11982,13323,13571,15221,15933,16494,16783,17097,17716,18146,17678,16853,16595,16532,15866,14735,13797,12965,12181,12392,11208,10940,9444,9071,7603,7298,8442,7449,6837,6608,6502,6004,5371,4298,3422,6216,5690,5888,6348,7410,8665,9527,9907,10352,13881,13132,13685,13966,14373,17596,17407,17555,18170,18953,19781,19671,19337,19094,18578,17670,16912,16878,16647,16305,15000,15503,14074,14903,12829,12124,10781,10953,9648,8713,8004,7184,7264,6495,6087,5834,3540,2631,2037,3695,4984,4370,5053,5338,6102,7035,7936,8314,8813,9882,9956,10374,11977,12518,12892,13563,21504,21469,22343,21824,23065,22985,24070,23360,21532,20063,19489,19384,18710,17780,17692,16912,16474,16961,19927,16330,15825,14834,16127,15998,17285,11976,12027,11030,10526,11042,9220,8538,8856,7495,6358,6232,5534,5874,6004,6723,6795,6501,7345,8366,9500,10906,11127,11504,12639,13103,13925,15244,15006,15677,16179,17340,17766,15834,16118,16955,11845,12320,13644,13065,14338,14755,7062,7125,7417,8664,4414,5220,6617,6594,8617,9440,8862,2962,2177,1721,1,1883,3528,3176,3611,6363,6880,8071,8516,9644,9890,10190,10166,11007,4069,4979,7292,6678,7434,7877,9463,9444
