,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
54,8405,8261,7290,7031,6785,5827,4547,4230,3383,2434,3116,3286,4504,4487,5041,5529,6336,6500,9368,9059,7868,8739,9974,11719,12827,12401,12939,11582,11760,10775,11117,12106,10245,10840,11034,11096,11580,12619,13293,13991,15938,14484,13788,12283,11874,11795,10354,9544,9044,6952,6072,6146,5890,4276,467,1057,1205,2057,2645,3473,3363,4353,6358,6737,7781,9096,9417,9877,9697,10714,12507,13164,13993,15536,16226,16378,16550,15246,14311,14577,14663,14658,15414,15729,17221,16643,18013,18453,20431,20480,19509,20212,18163,17396,16753,16023,14446,13914,14486,12812,12640,11446,10922,9920,8332,4970,5187,5673,6058,7299,7219,8304,8945,9466,10935,11579,12680,12006,14362,14113,15925,15487,16071,21534,17937,19703,19450,21517,21418,22891,17518,18049,17398,18479,18465,17236,17901,18345,20415,19416,22648,21950,22290,22420,23227,23299,20921,20196,19516,18126,17038,15805,15199,14279,14744,12933,12872,10641,9536,9053,9992,9506,7325,6505,5421,13198,13702,15157,17565,15896,16613,10881,11975,14122,16058,14947,15753,16235,18105,17572,20035,19736,14773,15653,16368,18013,18288,19090,19592,20027,13777,14294,14069,14814,15811,16911,16281,16425,16445,20805,21715,23796,23182,23938,25122,26708,26689
55,8322,8178,7207,6948,6702,5744,4464,4147,3300,2351,2292,2462,3680,3663,4217,4705,5512,5676,8544,8235,7595,8465,9150,10895,12003,12559,13125,11499,11677,10692,11034,12023,10162,10757,10951,11013,11497,12536,13210,13908,15855,14401,13705,12200,11791,11712,10271,9461,8961,7073,6193,6267,6011,4397,1232,81,381,1233,1821,2649,2539,3529,5534,5913,6957,8272,8593,9053,8873,9890,11683,12340,13169,14712,15402,16295,16467,15163,14228,14494,14580,14575,15331,15646,17138,16560,17930,18370,20348,20397,19426,20129,18080,17313,16670,15940,14363,13831,14607,12729,12557,11363,10839,9837,8453,4887,4363,4849,5234,6475,6395,7480,8121,8642,10111,10755,11856,11182,13538,13289,15101,14663,15247,20710,17113,18879,18626,20693,20594,22067,17435,17966,17315,18396,18382,17153,17818,18262,20332,19333,22565,21867,22207,22337,23144,23216,20838,20113,19433,18043,16955,15722,15116,14196,14661,12850,12993,10762,9657,9174,10113,9627,7446,6786,5702,12374,12878,14333,16741,15072,15789,10798,11892,14039,15975,14864,15670,16152,18022,17489,19952,19653,14690,15570,16285,17930,18205,19007,19509,19944,13694,14211,13986,14731,15693,16828,16198,16342,16362,20722,21632,23713,23099,23855,25039,26625,26606
56,8551,8407,7436,7177,6931,5973,4693,4376,3529,2580,2001,2171,3389,3372,3926,4414,5221,5385,8253,7944,7304,8174,8859,10604,11712,12268,12834,11313,11741,10921,11263,12252,10391,10986,11180,11242,11726,12765,13439,14137,16084,14630,13934,12429,12020,11941,10500,9690,9190,7302,6422,6496,6240,4626,1461,462,1,942,1530,2358,2248,3238,5243,5622,6666,7981,8302,8762,8582,9599,11392,12049,12878,14421,15111,16467,16497,15392,14457,14723,14809,14804,15560,15875,17367,16789,18159,18599,20577,20626,19655,20358,18309,17542,16899,16169,14592,14060,14836,12958,12786,11592,11068,10066,8682,4788,4072,4558,4943,6184,6104,7189,7830,8351,9820,10464,11565,10891,13247,12998,14810,14372,14956,20419,16822,18588,18335,20402,20303,21776,17664,18195,17544,18625,18611,17382,18047,18491,20561,19562,22794,22096,22436,22566,23373,23445,21067,20342,19662,18272,17184,15951,15345,14425,14890,13079,13222,10991,9886,9403,10342,9856,7675,7015,5931,12083,12587,14042,16450,14781,15498,11027,12121,14268,16204,15093,15899,16381,18251,17718,20181,19882,14919,15799,16514,18159,18434,19236,19738,20173,13923,14440,14215,14960,15922,17057,16427,16571,16591,20951,21861,23942,23328,24084,25268,26854,26835
57,9239,9095,8124,7865,7619,6661,5381,5064,4217,2933,2048,2218,3436,3310,3864,4352,5268,5432,7814,7505,7351,8221,8906,10651,11759,12315,12881,11360,11788,11270,11951,12940,11079,11674,11868,11930,12414,13453,14127,14825,16772,15318,14622,13117,12708,12629,11188,10378,9878,8071,7191,7265,7009,5390,2313,1314,942,1,936,1764,1654,2644,4500,5021,6065,7380,7701,8323,8538,8998,10791,11448,12277,13820,14510,16860,17274,15741,14806,15072,15497,15492,16248,16563,18055,17477,18847,19287,21265,21314,20343,21046,18997,18230,17587,16857,15280,14748,15153,13646,13474,12280,11756,10754,9451,4838,3478,4016,4349,5590,5510,6595,7236,7502,9219,9863,10964,10290,12646,12397,15162,14724,15012,19818,16221,17987,17734,19801,19702,21175,18119,18544,17893,19313,19299,18070,18735,19179,21249,20250,23482,22784,23124,23254,24061,24133,21755,21030,20350,18960,17872,16639,16033,15113,15578,13767,13991,11760,10655,10172,10858,10372,8444,7790,6706,12130,12634,13441,15849,14180,14897,11715,12809,14956,16892,15781,16587,17069,18939,18406,20869,20570,15607,16487,17202,18847,19122,19924,20426,20861,14611,15128,14903,15648,16610,17745,17115,17259,17279,21639,22549,24630,24016,24772,25956,27542,27523
58,9575,9431,8460,8201,7955,6997,5717,5400,4553,3181,2296,2466,3684,3228,3782,4184,5516,5394,7540,7231,7599,8469,9154,10899,12007,12563,13129,11608,12036,11518,12287,13276,11415,12010,12204,12266,12750,13789,14463,15161,17108,15654,14958,13453,13044,12965,11524,10714,10214,8319,7439,7513,7257,5638,2561,1562,1190,596,1,1348,1238,2228,3948,4267,5311,6626,6947,7967,7784,8244,10037,10694,11523,13066,13756,16106,16520,15989,15054,15320,15893,15828,16584,16899,18391,17813,19183,19623,21601,21650,20679,21382,19333,18566,17923,17193,15616,15084,15853,13982,13810,12616,12092,11090,9699,5086,3062,3600,3933,5174,5094,6179,6820,7056,8465,9109,10210,9536,11892,11643,14408,13970,14258,19064,15467,17233,16980,19047,18948,20421,18367,18792,18141,19649,19635,18406,19071,19515,21585,20586,23818,23120,23460,23590,24397,24469,22091,21366,20686,19296,18208,16975,16369,15449,15914,14103,14239,12008,10903,10420,11106,10620,8692,8038,6954,12378,12882,12687,15095,13426,14143,12051,13145,15292,17228,16117,16923,17405,19275,18742,21205,20906,15943,16823,17538,19183,19458,20260,20762,21197,14947,15464,15239,15984,16946,18081,17451,17595,17615,21975,22885,24966,24352,25108,26292,27878,27859
59,10494,10350,9379,9120,8874,7916,6636,6319,5472,3968,3119,3289,3062,2449,3003,3405,4649,4615,6761,6452,6897,7600,8452,10197,11305,11698,12264,11824,12252,12341,13206,14195,12334,12929,13123,13185,13669,14708,15382,16080,18027,16573,15877,14372,13963,13884,12443,11633,11133,9990,9110,9184,8928,7309,4212,3213,2841,2105,1877,1,1330,2200,3447,3748,4830,6145,6466,7270,7090,7763,9556,10213,11042,12585,13275,15625,16039,15582,15877,16143,16752,16747,17503,17818,19310,18732,20102,20542,22520,22569,21598,22301,20252,19485,18842,18112,16535,16003,16408,14901,14729,13535,13011,12009,11370,6753,4199,3696,3905,5146,5066,6151,6792,6449,7984,8757,9729,9055,11411,11162,13927,13489,13777,18583,14986,16752,16499,18566,18467,19940,17502,19846,19178,20568,20554,19325,19990,20434,22504,21505,24737,24039,24379,24509,25316,25388,23010,22285,21605,20215,19127,17894,17288,16368,16833,15022,15910,13679,12574,12091,12777,12291,10363,9614,8530,11676,12180,12206,14614,12945,13662,12970,14064,16211,18147,17036,17842,18324,20194,19661,22124,21825,16862,17742,18457,20102,20377,21179,21681,22116,15866,16383,16158,16903,17865,19000,18370,18514,18534,22894,23804,25885,25271,26027,27211,28797,28778
60,10432,10288,9317,9058,8812,7854,6574,6257,5410,3979,3130,3300,2761,2148,2702,3104,4348,4314,6460,6151,6596,7299,8151,9896,11004,11397,11963,11523,11951,12352,13144,14133,12272,12867,13061,13123,13607,14646,15320,16018,17965,16511,15815,14310,13901,13822,12381,11571,11071,9766,8886,8960,8704,7094,3672,2673,2589,2116,1625,1197,1,1831,3146,3447,4529,5844,6165,6969,6789,7462,9255,9912,10741,12284,12974,15324,15738,15281,15991,16154,16690,16685,17441,17756,19248,18670,20040,20480,22458,22507,21536,22239,20190,19423,18780,18050,16473,15941,16346,14839,14667,13473,12949,11947,11146,6524,3970,3453,3536,4777,4697,5782,6423,6148,7683,8456,9428,8754,11110,10861,13626,13188,13476,18282,14685,16451,16198,18265,18166,19639,17201,19545,18877,20506,20492,19263,19928,20372,22442,21443,24675,23977,24317,24447,25254,25326,22948,22223,21543,20153,19065,18005,17226,16306,16771,14960,15686,13455,12350,11867,12553,12067,10139,9384,8300,11375,11879,11905,14313,12644,13361,12908,14002,16149,18085,16974,17780,18262,20132,19599,22062,21763,16800,17680,18395,20040,20315,21117,21619,22054,15804,16321,16096,16841,17803,18938,18308,18452,18472,22832,23742,25996,25209,25965,27149,28735,28716
61,10900,10756,9785,9526,9280,8322,7042,6725,5878,4513,3664,3390,2389,1776,2325,2426,3976,3636,5782,6224,6224,6927,8581,9777,10377,11025,11591,11151,11579,12687,12903,13972,12889,13484,12900,12962,13446,14485,15159,15857,18433,16979,16283,14098,13578,14290,12384,12039,11539,11367,10063,9914,9881,8555,5406,4579,4207,3478,3265,2816,2358,1,2000,2352,3404,4719,5040,6060,5877,6337,8130,8787,9616,11159,11849,14199,14613,15595,16305,17622,18195,16444,17280,17595,19087,18509,19879,20319,22297,21861,21248,21593,19674,18907,17883,17534,15947,16409,16814,15307,15135,13941,13417,12415,11666,8141,5587,5072,5237,6187,6107,7192,5411,5108,6558,7202,8303,7629,9985,9736,12501,12063,12351,17157,13560,15326,15073,17140,17041,18514,17515,19859,19191,20632,21380,21047,19767,20211,22281,21282,24514,23816,24156,24286,25093,25165,22432,21707,20897,19507,18548,18300,17694,16774,17239,15428,16479,14507,13951,13468,14649,14163,11740,11162,10078,10717,11129,10780,13188,11519,12236,12667,13761,17742,17844,16813,17619,17746,19616,18953,21416,21117,16639,17519,18234,19879,20154,20956,21458,21893,15215,15732,15580,16325,17277,18292,18110,18254,18274,22671,23581,25662,25048,25804,26988,28574,28555
62,11550,11406,10435,10176,9930,8972,7692,7375,6528,5058,4159,3510,2509,1896,2103,2085,4096,3252,5383,4862,5903,7047,7219,8431,9031,10358,10980,10676,11104,12212,12596,13887,12105,12700,12815,12877,13361,14400,15073,15894,17735,16867,15621,14372,13852,14175,12674,12162,12189,11760,10880,10954,10698,9088,6056,5229,4857,4128,3915,3667,3036,3093,1,1009,2052,3357,3678,4714,4531,4991,6784,7441,8270,9813,10503,12853,13267,14249,14959,16276,16849,17266,17195,17510,19002,19660,20919,20717,23748,22135,21327,22010,20189,19181,18547,17808,16221,16296,16701,15194,15022,14165,14067,13065,13140,8446,5880,5396,4232,5182,5102,6187,4842,4573,5157,5810,6951,6277,8633,8384,11155,10717,10999,15811,12214,13980,13727,15794,15695,17168,16169,18513,17845,19286,20034,19701,20604,21048,22196,21197,25874,25176,25516,25646,26453,26525,22947,22222,21171,19781,18822,18187,17581,16661,17126,16078,17680,15449,14344,13861,14547,14061,12133,11492,10233,9371,9783,9434,11842,10173,10890,12360,13761,16396,18666,16850,17656,18020,19890,19227,21690,21391,16676,17434,18149,20813,20069,22051,22818,23253,15489,16006,15854,16599,17551,18566,18384,18528,18548,24122,25032,27022,26408,27164,27922,29508,29489
63,11093,11373,10219,9686,9440,8396,7910,7434,6746,5276,4377,3728,2727,2114,1654,1354,3479,2521,4652,4083,5124,6095,6440,7652,8252,9579,10201,9897,10325,11433,11817,13372,11326,11921,12300,12362,12846,13885,14294,15115,16956,15993,14842,13498,12978,13301,11800,11288,11372,11978,11098,11172,10916,9306,6274,5447,5075,4346,4133,3885,3254,3311,794,1,1273,2578,2899,3935,3752,4212,6005,6662,7491,9034,9724,12074,12488,13470,14180,15497,16070,16487,16680,16995,18487,18881,20140,19719,22969,21261,20648,20993,19074,18307,17283,16934,15347,15422,15827,14320,14148,13291,13874,13283,13358,8664,6098,5614,4450,5400,5320,6405,5060,4370,4320,4973,6144,5470,7826,7577,10376,9938,10192,15032,11435,13201,12948,15015,14916,16389,15390,17734,17066,18507,19255,18922,19825,20269,21681,20682,25095,24397,24737,24867,25674,25746,21832,21107,20297,18907,17948,17313,16707,15787,16252,15885,17898,15667,14562,14079,14765,14279,12351,11710,10451,8592,9004,8655,11063,9394,10111,11581,12982,15617,17887,16071,16877,17146,19016,18353,20816,20517,15897,16919,17634,20034,19554,21272,22039,22474,14615,15132,14980,15725,16677,17692,17510,17654,17674,23343,24253,26243,25629,26385,27143,28729,28710
64,10336,10616,9462,8929,8683,7639,7006,6677,7106,5711,4822,4205,3569,2956,2448,2067,2722,1757,3708,3143,4184,5155,5500,6702,7302,8629,9251,8957,9385,10493,10877,12168,10386,10981,11096,11158,11642,12681,13354,14175,16016,14747,13902,12741,12221,12544,11043,10531,10615,12826,11019,10870,10837,9511,7411,6584,6212,5188,5170,4733,4102,4159,1636,1072,383,1638,1959,2973,2790,3262,5055,5712,6541,8084,8774,11124,11538,12520,13230,14547,15120,15537,15476,15791,17283,17931,19190,18998,22019,20390,19608,20291,18470,17550,16828,16177,14590,14665,15070,13563,13391,12534,13117,13559,12861,9512,6946,6462,5302,6252,6172,7257,5912,4629,3537,4181,5282,4608,6964,6715,9426,8988,9330,14082,10485,12251,11998,14065,13966,15439,14440,16784,16116,17557,18305,17972,17963,18407,20477,19478,24145,23447,23787,23917,24724,24796,21228,20503,19540,18150,17191,16556,15950,15030,15495,15128,16372,15673,15410,14927,15613,15127,13199,12558,11299,7642,8054,7705,10113,8444,9161,10641,12042,14667,16937,15131,15937,16389,18259,17596,20518,20219,14957,15715,16430,19084,18350,19152,21089,21524,14105,14622,14223,14968,15920,16935,16753,16897,16917,22393,23303,25293,24679,25435,26193,27779,27760
65,11357,11637,10483,9950,9704,8660,8027,7698,8127,6732,5843,5226,4590,3977,3469,3088,2852,2258,3363,2798,3839,4810,5155,6352,6952,8279,8901,8612,9040,10148,10532,11823,10041,10636,10751,10813,11297,12336,13009,13830,15671,14402,13557,12627,12861,13565,12064,11552,11636,13847,12040,11891,11858,10532,8432,7605,7233,6209,6191,5754,5123,5180,2657,2093,1404,1,964,1716,2445,2912,4705,5362,6191,7734,8424,10774,11188,12170,12880,14197,14770,15187,15131,15446,16938,17581,18840,18653,21669,20045,19263,19946,18125,17197,16483,16099,14535,15001,16091,14584,14412,13555,14138,14580,13882,10533,7967,7483,6323,7273,7193,8278,6933,5107,4056,3599,4875,4201,6609,6360,8857,8419,8765,13732,10135,11901,11648,13715,13616,15089,14090,16434,15766,17207,17955,17622,17618,18062,20132,19133,23795,23097,23437,23567,24374,24446,20883,20158,19499,18109,17136,17577,16971,16051,16516,16149,17393,16694,16431,15948,16634,16148,14220,13579,12320,7292,7704,7355,9763,8094,8811,10296,11697,14317,16587,14786,15592,16311,17906,17555,20173,19874,14612,15370,16085,18734,18005,18807,20739,21174,13760,14277,14168,15913,15865,16894,16698,17173,16862,22043,22953,24943,24329,25085,25843,27429,27410
66,11935,12215,11061,10528,10282,9238,8605,8276,8705,7310,6421,5804,5168,4555,4047,3666,3430,2836,3964,3254,4331,5441,5733,6569,7177,8504,9126,9190,9618,10390,11024,12315,10533,11128,11243,11305,11789,12828,13501,14322,16163,14894,14049,13119,13353,14143,12642,12130,12214,14425,12618,12469,12436,11110,9010,8183,7811,6787,6769,6332,5701,5758,3235,2671,1982,842,1,1206,1841,3135,5015,5587,6416,7959,8649,10999,11413,12395,13105,14422,14995,14308,15623,15938,17430,16852,18222,19145,20640,20537,19755,20438,18617,17689,16975,16591,15027,15493,16478,15162,14990,14133,14716,15158,14460,11111,8545,8061,6901,7851,7771,8856,7511,5533,4779,4205,4444,3770,6148,5899,8396,7958,8261,13509,10152,11891,11365,13432,13333,15942,14315,16659,15991,17432,18180,17847,18110,18554,20624,19625,23340,22642,22982,23112,23919,23991,21375,20650,19991,18601,17628,17849,17358,16629,17094,16727,17971,17272,17009,16526,17212,16726,14798,14157,12898,7517,7929,7580,9988,8260,9036,10788,12189,14542,15708,15278,16084,16803,18398,18047,20665,20366,15104,15862,16577,18222,18497,19299,20284,20719,14252,14769,14660,16405,16357,17386,17190,17665,17354,21014,21924,24488,23874,24630,25331,26917,26898
67,12240,12520,11366,10833,10587,9543,8910,8581,9010,7615,6726,6109,5485,4872,4360,3971,3735,3141,3235,2525,3602,4712,4989,5840,6448,7775,8397,8557,8985,9661,10295,11586,9804,10399,10514,10576,11060,12099,12772,13593,15434,14165,13320,12390,12624,13339,11885,12435,12519,14735,12923,12774,12741,12063,9032,8415,8043,7104,7079,6642,6011,6068,3548,2984,2287,1147,1205,1,1112,2406,4163,4858,5687,7230,7920,10270,10684,11666,12376,13693,14266,13579,14894,15209,16701,16123,17493,18416,19911,19808,19026,19709,17888,16960,16246,15862,14298,14764,15749,14481,14309,14438,15021,15463,14765,11421,8855,8371,7211,8161,8081,9166,7033,5590,4344,3770,4007,3333,5296,5047,7544,7106,7532,12780,9423,11031,10636,12703,12604,15213,13586,15930,15262,16703,17451,17118,17381,17825,19895,18896,22611,21913,22253,22383,23190,23262,20646,19921,19262,17872,16899,17120,16629,15948,16413,17032,18276,18424,17319,16836,17522,17036,15108,14467,13208,6788,7200,6851,9259,7408,8307,10059,11460,13813,14979,14549,15355,16074,17669,17318,19936,19637,14375,15133,15848,17493,17768,18570,19555,19990,13523,14040,13931,15676,15628,16657,16461,16936,16625,20285,21195,23759,23145,23901,24602,26188,26169
68,13090,13370,12216,11683,11437,10393,9760,9431,9860,8684,7769,7144,6455,5842,5330,4941,4699,4111,3730,3020,4097,5207,5484,6335,6943,8270,8892,9052,9480,10156,10790,12081,10299,10894,11009,11071,11555,12594,13267,14088,15929,14660,13815,12885,13119,13834,12380,13285,13369,15705,13773,13624,13591,12265,10002,9385,9013,8074,8049,7612,6981,7038,4518,3954,3257,2117,2025,1296,224,2901,4395,5353,6182,7725,8415,10765,11179,12161,12871,14188,14761,14074,15389,15704,17196,16618,17988,18911,20406,20303,19521,20204,18383,17455,16741,16357,14793,15259,16244,14976,14804,15288,15871,16313,15615,12391,9825,9341,8181,9131,9051,9750,7786,6323,4854,4280,4239,3565,5528,5279,7776,7338,7764,13012,9655,11263,10868,12935,12836,15445,14081,16425,15757,17198,17946,17613,17876,18320,20390,19391,23106,22408,22748,22878,23685,23757,21141,20416,19757,18367,17394,17615,17124,16443,16908,17882,19126,18427,18289,17806,18492,18006,16078,15437,14178,7283,7695,7346,9754,7640,8393,10554,11955,14308,15474,15044,15850,16569,18164,17813,20431,20132,14870,15628,16343,17988,18263,19065,20050,20485,14018,14535,14426,16171,16123,17152,16956,17431,17120,20780,21690,24254,23640,24396,25097,26683,26664
69,13008,13288,12134,11601,11355,10311,9678,9349,9778,8808,7893,7268,6907,6294,5782,5379,4900,4450,3872,3172,4245,3053,3389,4029,4628,5955,6577,6449,6877,7985,8677,10381,8187,8782,9309,9027,9511,10881,11481,11715,13738,12874,12029,11022,11814,12868,12298,13203,13287,16157,13691,13542,13509,12183,10454,9837,9465,8526,8501,8064,7433,7490,4970,4406,3713,2567,2533,2276,1960,1,1981,3038,3870,5413,6103,8453,8867,9849,10559,11876,12449,12866,13689,14004,15496,15260,16519,17688,19348,18517,17735,18418,16597,15082,14550,14571,12930,13396,14498,14413,14831,15206,15789,16231,15533,12843,10277,9793,8633,9583,9503,10588,8742,7279,5810,5236,4852,4178,4055,3806,6266,5828,6412,11411,7814,9923,9521,11588,11489,12768,11769,14113,13445,14886,15634,15301,16204,16648,18690,17691,21474,20776,21116,21246,22053,22125,19355,18630,17971,16581,15531,15752,16158,16361,16826,17800,19044,18345,18741,18258,18944,18458,16530,15889,14630,4968,5380,5034,7442,5773,6490,8441,9764,11996,14266,12671,13477,14783,15791,16027,18240,17941,12497,13928,14643,16413,17534,17651,18418,18853,12232,12749,12563,14385,14260,15366,15093,15645,15257,19722,20632,22622,22008,22764,23522,25108,25089
70,13179,13459,12305,11772,11526,10482,9849,9520,9949,8979,8064,7439,7078,6465,5953,5550,5071,4621,4043,3343,4416,3224,3560,4200,4802,6129,6751,6620,7048,8156,8848,10552,8358,8953,9480,9198,9682,11052,11652,11886,13909,13045,12200,11193,11985,13039,12469,13374,13458,16328,13862,13713,13680,12354,10625,10008,9636,8697,8672,8235,7604,7661,5141,4577,3884,2738,2704,2447,2131,808,1,3209,4041,5584,6274,8624,9038,10020,10730,12047,12620,13037,13860,14175,15667,15431,16690,17859,19519,18688,17906,18589,16768,15253,14721,14742,13101,13567,14669,14584,15002,15377,15960,16402,15704,13014,10448,9964,8804,9754,9674,10759,9414,7358,5889,5315,5210,4536,3371,3122,5499,5061,5645,10544,7541,9114,8754,10821,10722,12348,11940,14284,13616,15057,15805,15472,16375,16819,18861,17862,21645,20947,21287,21417,22224,22296,19526,18801,18142,16752,15702,15923,16329,16532,16997,17971,19215,18516,18912,18429,19115,18629,16701,16060,14801,5142,5554,5205,7613,5353,6106,8612,9935,12167,14437,12842,13648,14954,15962,16198,18411,18112,12668,14099,14814,16584,17705,17822,18589,19024,12403,12920,12734,14556,14431,15537,15264,15816,15428,19893,20803,22793,22179,22935,23693,25279,25260
71,17011,17291,16137,15604,15358,14314,13681,13352,13781,12926,12027,11402,11296,10502,10287,9819,8994,8736,8442,7742,8710,5938,5171,4237,3028,3477,4099,4972,5400,6508,7284,9042,6997,7592,7761,7837,8321,9360,10034,11277,13300,12774,13070,13614,14671,15926,16788,17168,17613,19180,17694,17545,17512,16186,14801,13974,13602,12880,12667,12443,12248,12305,9785,9221,8528,7382,7348,7089,6779,5436,5128,1,841,2384,3074,5424,5838,6820,7530,8847,9420,9837,11410,11607,12740,12231,13490,14659,16319,16624,15842,16525,14704,14644,14112,14773,15575,16074,17143,17217,17635,19238,19779,20153,20824,17529,14989,14608,13448,14398,14318,15541,13577,12149,10680,10106,9253,8606,6950,6147,5367,4929,5416,8382,4785,6551,6298,8365,8266,9732,8740,11084,10416,11857,12605,12272,13175,13619,16551,15246,18445,17747,18087,18217,19024,19096,17462,16737,17152,16810,18167,18388,18765,19900,20364,21186,22505,22267,22938,23073,24044,23558,21345,20557,19473,2490,2965,2005,4413,2737,3461,7048,8142,8967,11237,12233,13039,13951,15353,15588,17802,17503,11268,11820,12535,13384,14505,14622,15389,15824,13629,14146,15337,15782,16905,16763,17066,17042,17893,16693,17603,19593,18979,19735,20493,22079,22060
72,18732,19012,17858,17325,17079,16035,15402,15073,15502,14594,13705,13088,12460,11847,11335,10950,10442,10117,9414,8714,9787,7633,6879,6140,4931,5380,6002,6875,7303,8411,9187,10945,8900,9495,9664,9740,10224,11263,11937,13180,15203,14677,14973,15517,16574,17829,18691,19071,19516,21710,19415,19266,19233,17907,16007,15390,15018,14079,14054,13617,12986,13043,10523,9959,9266,8120,8086,7827,7517,6179,5871,5693,1,1617,2307,4657,5071,6053,6763,8080,8653,9070,10643,10840,11973,11464,12723,13892,15552,16833,16219,16902,17187,16547,16015,16676,17478,17977,19046,19120,19538,21141,21682,22056,21257,18396,15830,15346,14186,15196,14385,14699,12735,11307,9838,9264,8411,7764,6108,5305,4525,4087,4574,7540,3943,5709,5456,7523,7424,8790,7973,10317,9649,11090,11838,11505,12408,12852,15784,14479,17678,16980,17320,17450,18257,18329,18350,19194,19055,18713,20070,20291,20668,21803,22267,23089,24408,24170,24294,23811,24497,24011,22083,21442,20183,4393,4234,1238,3646,3652,2619,8951,9147,8200,10470,14136,14942,15854,17256,17491,19705,19406,13171,14063,13682,12617,13738,13855,14622,15057,15532,16049,17240,17685,18808,18666,18969,18945,19796,15926,16836,18826,18212,18968,19726,21312,21293
73,17413,17693,16539,16006,15760,14716,14083,13754,14183,13275,12386,11769,11141,10528,10016,9631,9123,8798,8095,7395,8468,6314,5560,4821,3612,4061,4683,5556,5984,7092,7868,9626,7581,8176,8345,8421,8905,9944,10618,11861,13884,13358,13654,14198,15255,16510,17372,17752,18197,20391,18096,17947,17914,16588,14688,14071,13699,12760,12735,12298,11667,11724,9204,8640,7947,6801,6767,6508,6198,4860,4552,4374,5203,1,2304,5171,5585,6576,7286,8603,9176,9593,11166,11363,12496,11987,13246,14415,16075,17356,16742,17425,15288,15228,14696,15357,16159,16658,17727,17801,18219,19822,20363,20737,19938,17077,14511,14027,12867,13817,13737,14822,13210,11782,10313,9739,8886,8239,6583,5780,5000,4562,5041,8015,4410,5589,4598,6671,6572,8165,8496,10840,10172,11613,12361,12028,12931,13375,16307,15002,18201,17503,17843,17973,18780,18852,18046,17321,17736,17394,18751,18972,19349,20484,20948,21770,23089,22851,22975,22492,23178,22692,20764,20123,18864,3074,3549,2846,3770,2333,3086,7632,8726,8723,10993,12817,13623,14535,15937,16172,18386,18087,11852,12404,13119,13140,14261,14378,15145,15580,14213,14730,15921,16366,17489,17347,17650,17626,18477,16449,17359,19349,18735,19491,20249,21835,21816
74,18440,18720,17566,17033,16787,15743,15110,14781,15210,14302,13413,12796,12168,11555,11043,10658,10150,9825,9122,8422,9495,7341,6587,5848,4639,5088,5710,6583,7011,8119,8895,10653,8608,9203,9372,9448,9932,10971,11645,12888,14911,14385,14681,15225,16282,17537,18399,18779,19224,21418,19123,18974,18941,17615,15715,15098,14726,13787,13762,13325,12694,12751,10231,9667,8974,7828,7794,7535,7225,5887,5579,5401,6230,1325,1,4232,4646,5637,6347,7664,8237,8654,10227,10424,11557,11048,12307,13476,15136,16417,15803,16486,16771,16255,15723,16384,17186,17685,18754,18828,19246,20849,21390,21764,20965,18104,15538,15054,13894,14844,14764,15849,14237,12809,11340,10766,9913,9266,7610,6807,6027,5589,5807,9042,5176,4256,3265,4758,4917,6483,7557,9760,9092,10533,11281,10948,11851,12295,15227,14091,17262,16564,16904,17034,17841,17913,17934,18778,18763,18421,19778,19999,20376,21511,21975,22797,24116,23878,24002,23519,24205,23719,21791,21150,19891,4101,3827,3873,1723,3360,3007,8659,8731,7784,10054,13844,14650,15562,16964,17199,19413,19114,12879,13647,13266,12201,13322,13439,14206,14641,15240,15757,16948,17393,18516,18374,18677,18653,19504,15510,16420,18410,17796,18552,19310,20896,20877
